 ID,STORE_ID,STOTE_TYPE,LOCATION_TYPE,HOLIDAY,DISCOUNT,DISCOUNT2,ORDER1,SALES
T1002251,130,S1,L1,R3,0,No,59,42093
T1002252,271,S1,L3,R2,0,No,68,45039
T1002253,187,S1,L1,R1,0,No,50,37305
T1002254,118,S2,L1,R4,0,No,51,43650
T1002255,200,S2,L1,R2,0,No,41,40752
T1002256,125,S4,L2,R1,0,No,105,69156
T1002257,202,S4,L2,R2,0,No,86,61092
T1002258,182,S3,L1,R1,0,No,49,33180
T1002259,100,S1,L1,R2,0,No,60,44829
T1002260,98,S2,L5,R2,0,No,36,28083
T1002261,243,S4,L2,R2,0,No,80,64611
T1002262,127,S4,L2,R2,0,No,95,67428
T1002263,343,S1,L1,R2,0,No,57,47001
T1002264,16,S1,L3,R1,0,No,57,35835
T1002265,46,S2,L1,R2,0,No,41,33651
T1002266,300,S2,L5,R2,0,No,57,37722
T1002267,257,S1,L3,R1,0,No,61,42849
T1002268,361,S1,L3,R1,0,No,55,35625
T1002269,188,S3,L2,R1,0,No,81,71340
T1002270,265,S2,L4,R2,0,No,55,38787
T1002271,7,S3,L1,R3,0,No,83,58644
T1002272,128,S1,L2,R2,0,No,58,45225
T1002273,181,S3,L1,R3,0,No,75,48729
T1002274,54,S1,L2,R3,0,No,63,54801
T1002275,340,S4,L2,R3,0,No,85,61722
T1002276,344,S1,L5,R1,0,No,68,38748
T1002277,291,S1,L3,R1,0,No,55,35064
T1002278,253,S4,L2,R1,0,No,82,53205
T1002279,304,S1,L1,R4,0,No,54,38817
T1002280,180,S1,L3,R2,0,No,43,33822
T1002281,224,S1,L2,R2,0,No,59,45390
T1002282,73,S3,L2,R4,0,No,78,68193
T1002283,302,S1,L4,R2,0,No,60,39585
T1002284,34,S1,L3,R1,0,No,59,36936
T1002285,227,S4,L2,R1,0,No,81,59991
T1002286,362,S1,L3,R3,0,No,60,42054
T1002287,90,S1,L1,R3,0,No,70,48741
T1002288,69,S1,L1,R4,0,No,60,47865
T1002289,11,S4,L2,R1,0,No,97,64056
T1002290,339,S4,L2,R1,0,No,98,63117
T1002291,355,S2,L4,R2,0,No,40,32568
T1002292,185,S1,L1,R3,0,No,58,47493
T1002293,235,S1,L1,R3,0,No,47,38640
T1002294,126,S4,L2,R2,0,No,136,100476
T1002295,72,S1,L2,R3,0,No,65,51156
T1002296,267,S4,L2,R1,0,No,64,46494
T1002297,43,S1,L1,R2,0,No,45,34329
T1002298,186,S2,L5,R2,0,No,36,28221
T1002299,201,S4,L1,R1,0,No,95,59196
T1002300,183,S1,L3,R1,0,No,60,39243
T1002301,301,S1,L3,R2,0,No,54,38898
T1002302,303,S4,L2,R1,0,No,114,68055
T1002303,252,S3,L2,R1,0,No,69,51669
T1002304,278,S4,L1,R4,0,No,100,69258
T1002305,88,S2,L5,R2,0,No,42,32736
T1002306,99,S1,L1,R3,0,No,64,44706
T1002307,95,S3,L1,R1,0,No,80,50628
T1002308,338,S4,L2,R1,0,No,105,75444
T1002309,49,S4,L1,R2,0,No,100,65052
T1002310,297,S2,L3,R4,0,No,39,29073
T1002311,223,S2,L5,R2,0,No,36,24819
T1002312,234,S2,L4,R2,0,No,43,36444
T1002313,42,S1,L4,R3,0,No,61,39870
T1002314,298,S4,L1,R1,0,No,156,83022
T1002315,30,S1,L2,R2,0,No,75,60582
T1002316,63,S1,L1,R2,0,No,80,62469
T1002317,33,S4,L2,R4,0,No,87,65346
T1002318,306,S1,L3,R2,0,No,54,38505
T1002319,336,S4,L2,R1,0,No,129,79512
T1002320,244,S2,L5,R4,0,No,48,33390
T1002321,290,S1,L1,R3,0,No,65,48762
T1002322,177,S2,L1,R4,0,No,56,47565
T1002323,341,S1,L1,R2,0,No,66,47898
T1002324,266,S1,L1,R4,0,No,58,42051
T1002325,204,S4,L1,R3,0,No,97,65670
T1002326,191,S3,L1,R1,0,No,79,54216
T1002327,119,S1,L1,R3,0,No,62,45489
T1002328,2,S3,L1,R3,0,No,70,48153
T1002329,122,S1,L1,R2,0,No,51,40902
T1002330,117,S1,L1,R3,0,No,56,45657
T1002331,75,S3,L2,R3,0,No,83,63756
T1002332,192,S1,L1,R3,0,No,66,50835
T1002333,260,S1,L1,R4,0,No,53,40038
T1002334,1,S1,L3,R1,0,No,55,36855
T1002335,293,S2,L4,R2,0,No,41,32493
T1002336,29,S1,L4,R2,0,No,47,31755
T1002337,254,S4,L1,R1,0,No,84,56484
T1002338,176,S4,L2,R3,0,No,96,70383
T1002339,70,S1,L1,R3,0,No,62,46080
T1002340,25,S1,L3,R1,0,No,59,42759
T1002341,184,S1,L2,R2,0,No,65,58053
T1002342,364,S2,L3,R2,0,No,52,38586
T1002343,225,S1,L1,R1,0,No,63,47148
T1002344,74,S3,L1,R2,0,No,80,57051
T1002345,356,S3,L3,R1,0,No,70,44619
T1002346,337,S4,L2,R1,0,No,172,106551
T1002347,189,S2,L3,R3,0,No,43,37932
T1002348,124,S3,L2,R3,0,No,80,60285
T1002349,6,S4,L1,R1,0,No,76,47562
T1002350,299,S1,L1,R3,0,No,63,54354
T1002351,256,S1,L2,R4,0,No,67,59616
T1002352,129,S3,L1,R1,0,No,71,45762
T1002353,354,S4,L2,R1,0,No,120,90066
T1002354,44,S1,L3,R2,0,No,64,40326
T1002355,178,S3,L2,R3,0,No,65,50796
T1002356,199,S1,L1,R4,0,No,55,45399
T1002357,179,S1,L1,R2,0,No,78,60402
T1002358,270,S1,L1,R2,0,No,49,36414
T1002359,277,S1,L3,R1,0,No,62,39528
T1002360,305,S4,L1,R1,0,No,77,47229
T1002361,59,S1,L3,R1,0,No,53,34782
T1002362,190,S3,L3,R1,0,No,81,49005
T1002363,58,S1,L1,R1,0,No,53,39642
T1002364,87,S4,L2,R3,0,No,84,68079
T1002365,97,S4,L1,R1,0,No,109,70005
T1002366,101,S1,L4,R3,0,No,61,43734
T1002367,228,S1,L1,R1,0,No,45,32955
T1002368,123,S4,L2,R3,0,No,76,57990
T1002369,203,S2,L4,R2,0,No,46,34692
T1002370,56,S2,L5,R3,0,No,52,36726
T1002371,342,S4,L1,R1,0,No,81,50442
T1002372,310,S2,L5,R1,0,No,33,22551
T1002373,91,S3,L1,R1,0,No,73,50067
T1002374,323,S1,L4,R1,0,No,63,40695
T1002375,314,S1,L1,R2,0,No,66,46977
T1002376,161,S1,L1,R3,0,No,53,46227
T1002377,36,S1,L3,R4,0,No,53,38478
T1002378,26,S1,L1,R3,0,No,65,48192
T1002379,255,S3,L2,R4,0,No,75,59205
T1002380,328,S1,L3,R1,0,No,53,41088
T1002381,208,S3,L1,R1,0,No,78,53058
T1002382,210,S1,L5,R1,0,No,43,28050
T1002383,332,S2,L5,R1,0,No,37,27060
T1002384,57,S4,L1,R1,0,No,77,46287
T1002385,151,S1,L3,R2,0,No,49,35565
T1002386,106,S1,L1,R4,0,No,61,44226
T1002387,363,S1,L1,R2,0,No,72,50586
T1002388,39,S4,L1,R1,0,No,84,53283
T1002389,78,S1,L1,R4,0,No,53,41253
T1002390,214,S1,L1,R4,0,No,49,37995
T1002391,66,S3,L3,R3,0,No,71,44676
T1002392,238,S1,L1,R2,0,No,54,43821
T1002393,156,S1,L1,R3,0,No,67,52062
T1002394,287,S1,L4,R1,0,No,54,32667
T1002395,136,S2,L5,R4,0,No,38,30387
T1002396,152,S2,L1,R1,0,No,52,44145
T1002397,40,S1,L1,R4,0,No,61,54009
T1002398,166,S1,L1,R2,0,No,56,44685
T1002399,360,S2,L1,R1,0,No,44,37506
T1002400,37,S1,L3,R3,0,No,48,38406
T1002401,47,S4,L2,R2,0,No,106,67995
T1002402,5,S1,L1,R3,0,No,68,47442
T1002403,283,S4,L1,R1,0,No,77,45783
T1002404,8,S4,L2,R2,0,No,101,72717
T1002405,313,S1,L3,R1,0,No,49,33780
T1002406,110,S2,L3,R3,0,No,46,38142
T1002407,93,S1,L1,R4,0,No,66,50346
T1002408,35,S1,L1,R2,0,No,76,53466
T1002409,157,S4,L2,R1,0,No,117,76989
T1002410,150,S4,L2,R1,0,No,105,68511
T1002411,167,S1,L1,R2,0,No,59,40713
T1002412,220,S2,L4,R3,0,No,53,42150
T1002413,272,S2,L4,R2,0,No,42,29976
T1002414,262,S1,L1,R1,0,No,57,46062
T1002415,138,S1,L1,R1,0,No,68,46620
T1002416,352,S4,L1,R1,0,No,75,47409
T1002417,246,S3,L1,R3,0,No,66,48942
T1002418,263,S1,L5,R1,0,No,41,24171
T1002419,82,S4,L2,R1,0,No,114,71787
T1002420,218,S1,L3,R2,0,No,68,44949
T1002421,144,S1,L3,R3,0,No,71,47661
T1002422,9,S1,L1,R1,0,No,49,36312
T1002423,143,S3,L2,R3,0,No,78,68643
T1002424,24,S1,L1,R2,0,No,58,41337
T1002425,230,S2,L4,R4,0,No,36,30213
T1002426,219,S4,L2,R1,0,No,170,94182
T1002427,141,S1,L1,R2,0,No,60,48327
T1002428,358,S3,L1,R1,0,No,72,53055
T1002429,239,S3,L1,R3,0,No,71,50853
T1002430,209,S1,L1,R1,0,No,41,31341
T1002431,155,S3,L1,R2,0,No,74,57210
T1002432,321,S3,L1,R2,0,No,73,52386
T1002433,163,S1,L2,R3,0,No,70,57522
T1002434,162,S4,L1,R2,0,No,74,51195
T1002435,164,S1,L1,R3,0,No,58,43986
T1002436,331,S1,L1,R4,0,No,58,44496
T1002437,329,S4,L2,R3,0,No,81,64149
T1002438,316,S4,L2,R1,0,No,80,58077
T1002439,81,S3,L2,R1,0,No,71,55521
T1002440,213,S1,L1,R2,0,No,69,47445
T1002441,48,S1,L1,R2,0,No,64,53559
T1002442,32,S1,L1,R2,0,No,64,55218
T1002443,247,S1,L1,R3,0,No,62,46800
T1002444,240,S3,L2,R3,0,No,73,54972
T1002445,137,S4,L1,R1,0,No,71,47061
T1002446,55,S1,L1,R2,0,No,67,47109
T1002447,107,S1,L3,R3,0,No,55,39648
T1002448,349,S1,L1,R4,0,No,73,54300
T1002449,284,S4,L2,R3,0,No,72,53163
T1002450,232,S1,L1,R4,0,No,60,43911
T1002451,347,S1,L1,R1,0,No,61,46554
T1002452,286,S4,L2,R4,0,No,168,146472
T1002453,322,S2,L3,R4,0,No,41,32592
T1002454,250,S2,L3,R4,0,No,42,34116
T1002455,231,S4,L2,R3,0,No,93,61806
T1002456,320,S2,L3,R2,0,No,45,31980
T1002457,165,S1,L1,R2,0,No,63,44967
T1002458,281,S1,L4,R1,0,No,65,39342
T1002459,153,S4,L2,R1,0,No,146,96696
T1002460,346,S4,L1,R1,0,No,106,67554
T1002461,109,S1,L1,R1,0,No,60,44982
T1002462,27,S1,L3,R3,0,No,46,36636
T1002463,85,S4,L2,R1,0,No,95,60696
T1002464,315,S4,L2,R1,0,No,98,60420
T1002465,113,S2,L3,R3,0,No,50,41400
T1002466,248,S1,L1,R2,0,No,49,39360
T1002467,142,S2,L1,R3,0,No,50,39912
T1002468,154,S1,L3,R2,0,No,61,39573
T1002469,67,S2,L5,R1,0,No,39,24438
T1002470,79,S2,L5,R4,0,No,38,28797
T1002471,351,S1,L4,R3,0,No,53,36252
T1002472,22,S1,L1,R4,0,No,63,56328
T1002473,273,S2,L3,R4,0,No,45,41475
T1002474,135,S1,L1,R4,0,No,60,51504
T1002475,38,S1,L3,R2,0,No,52,40086
T1002476,325,S3,L1,R2,0,No,67,53406
T1002477,84,S1,L1,R3,0,No,61,44751
T1002478,77,S2,L5,R3,0,No,41,33051
T1002479,264,S3,L1,R3,0,No,67,48210
T1002480,318,S1,L3,R2,0,No,71,48369
T1002481,148,S1,L1,R2,0,No,52,43263
T1002482,334,S3,L2,R2,0,No,74,63069
T1002483,229,S1,L1,R2,0,No,67,47682
T1002484,327,S4,L1,R3,0,No,91,57714
T1002485,83,S2,L5,R1,0,No,28,21135
T1002486,282,S1,L2,R2,0,No,77,74286
T1002487,365,S2,L1,R2,0,No,42,32553
T1002488,207,S1,L1,R3,0,No,57,51087
T1002489,50,S3,L2,R4,0,No,74,54840
T1002490,65,S1,L2,R2,0,No,97,87393
T1002491,80,S1,L1,R1,0,No,51,36297
T1002492,139,S4,L2,R2,0,No,103,75492
T1002493,217,S4,L1,R1,0,No,62,39342
T1002494,133,S1,L1,R4,0,No,61,43170
T1002495,18,S4,L1,R1,0,No,88,57348
T1002496,160,S4,L2,R1,0,No,160,97275
T1002497,134,S1,L4,R1,0,No,48,32865
T1002498,19,S1,L1,R3,0,No,51,44124
T1002499,108,S1,L1,R4,0,No,73,57654
T1002500,233,S1,L3,R3,0,No,66,47778
T1002501,216,S2,L5,R1,0,No,36,23946
T1002502,348,S3,L1,R1,0,No,71,47418
T1002503,147,S4,L2,R4,0,No,109,71208
T1002504,261,S4,L2,R1,0,No,76,48798
T1002505,221,S1,L1,R2,0,No,76,53763
T1002506,311,S4,L2,R2,0,No,98,64677
T1002507,350,S1,L3,R2,0,No,60,42945
T1002508,64,S3,L1,R2,0,No,73,50763
T1002509,249,S1,L3,R2,0,No,71,45444
T1002510,13,S3,L3,R1,0,No,54,31620
T1002511,170,S1,L1,R2,0,No,60,53055
T1002512,345,S1,L1,R3,0,No,60,51480
T1002513,61,S1,L1,R3,0,No,66,44097
T1002514,104,S1,L1,R2,0,No,68,48990
T1002515,17,S1,L1,R2,0,No,71,47169
T1002516,285,S1,L3,R3,0,No,51,38184
T1002517,159,S2,L1,R3,0,No,53,44751
T1002518,149,S2,L3,R2,0,No,50,34968
T1002519,31,S1,L5,R2,0,No,50,32082
T1002520,171,S4,L2,R3,0,No,94,65385
T1002521,12,S1,L3,R2,0,No,55,37398
T1002522,105,S4,L2,R1,0,No,92,64107
T1002523,4,S1,L1,R2,0,No,65,45108
T1002524,212,S4,L2,R3,0,No,104,74628
T1002525,326,S3,L1,R1,0,No,80,57582
T1002526,158,S4,L2,R2,0,No,140,78081
T1002527,53,S3,L1,R2,0,No,70,48681
T1002528,280,S4,L2,R2,0,No,110,71958
T1002529,269,S1,L4,R1,0,No,60,39411
T1002530,258,S2,L4,R4,0,No,43,34623
T1002531,146,S4,L2,R1,0,No,166,98697
T1002532,114,S3,L1,R4,0,No,69,50178
T1002533,268,S1,L2,R1,0,No,59,45954
T1002534,168,S2,L3,R3,0,No,51,40578
T1002535,140,S4,L1,R1,0,No,74,54948
T1002536,28,S3,L2,R3,0,No,76,56757
T1002537,324,S1,L2,R3,0,No,61,52602
T1002538,112,S1,L1,R3,0,No,60,42285
T1002539,145,S1,L3,R1,0,No,59,39726
T1002540,169,S1,L2,R4,0,No,74,66486
T1002541,251,S2,L3,R1,0,No,38,28554
T1002542,317,S3,L1,R1,0,No,58,37983
T1002543,211,S4,L2,R1,0,No,102,66222
T1002544,274,S4,L2,R4,0,No,98,73020
T1002545,115,S4,L2,R1,0,No,122,78498
T1002546,111,S1,L1,R2,0,No,67,52281
T1002547,333,S1,L1,R3,0,No,59,49068
T1002548,14,S3,L2,R4,0,No,79,66345
T1002549,330,S4,L2,R1,0,No,74,52968
T1002550,215,S3,L2,R1,0,No,69,54429
T1002551,312,S4,L2,R1,0,No,174,108468
T1002552,353,S1,L3,R3,0,No,47,34734
T1002553,288,S3,L2,R3,0,No,85,63360
T1002554,319,S3,L1,R2,0,No,73,54432
T1002555,92,S1,L4,R2,0,No,52,33669
T1002556,339,S4,L2,R1,0,No,79,50691
T1002557,11,S4,L2,R1,0,No,89,57273
T1002558,340,S4,L2,R3,0,No,71,50433
T1002559,80,S1,L1,R1,0,No,40,27357
T1002560,155,S3,L1,R2,0,No,63,46440
T1002561,24,S1,L1,R2,0,No,50,35076
T1002562,7,S3,L1,R3,0,No,68,48639
T1002563,22,S1,L1,R4,0,No,56,48189
T1002564,360,S2,L1,R1,0,No,40,32079
T1002565,25,S1,L3,R1,0,No,51,33114
T1002566,253,S4,L2,R1,0,No,78,50892
T1002567,141,S1,L1,R2,0,No,56,44298
T1002568,140,S4,L1,R1,0,No,74,58080
T1002569,362,S1,L3,R3,0,No,57,39432
T1002570,185,S1,L1,R3,0,No,46,36045
T1002571,301,S1,L3,R2,0,No,51,36156
T1002572,31,S1,L5,R2,0,No,38,24678
T1002573,64,S3,L1,R2,0,No,67,46482
T1002574,243,S4,L2,R2,0,No,73,58383
T1002575,4,S1,L1,R2,0,No,51,33744
T1002576,157,S4,L2,R1,0,No,94,58995
T1002577,200,S2,L1,R2,0,No,39,37767
T1002578,343,S1,L1,R2,0,No,49,40830
T1002579,319,S3,L1,R2,0,No,67,50370
T1002580,239,S3,L1,R3,0,No,64,47283
T1002581,99,S1,L1,R3,0,No,59,39705
T1002582,224,S1,L2,R2,0,No,54,43833
T1002583,53,S3,L1,R2,0,No,76,51729
T1002584,27,S1,L3,R3,0,No,47,34788
T1002585,72,S1,L2,R3,0,No,57,46920
T1002586,88,S2,L5,R2,0,No,37,27369
T1002587,187,S1,L1,R1,0,No,46,33441
T1002588,18,S4,L1,R1,0,No,79,51810
T1002589,57,S4,L1,R1,0,No,71,43779
T1002590,201,S4,L1,R1,0,No,81,48522
T1002591,69,S1,L1,R4,0,No,54,40515
T1002592,273,S2,L3,R4,0,No,32,27600
T1002593,320,S2,L3,R2,0,No,41,29982
T1002594,267,S4,L2,R1,0,No,58,42702
T1002595,113,S2,L3,R3,0,No,41,36096
T1002596,350,S1,L3,R2,0,No,54,37707
T1002597,235,S1,L1,R3,0,No,44,35025
T1002598,48,S1,L1,R2,0,No,55,42279
T1002599,300,S2,L5,R2,0,No,61,38781
T1002600,212,S4,L2,R3,0,No,98,66447
T1002601,49,S4,L1,R2,0,No,91,57933
T1002602,261,S4,L2,R1,0,No,61,42531
T1002603,156,S1,L1,R3,0,No,63,45144
T1002604,13,S3,L3,R1,0,No,57,33174
T1002605,66,S3,L3,R3,0,No,60,38304
T1002606,98,S2,L5,R2,0,No,27,21717
T1002607,186,S2,L5,R2,0,No,28,21405
T1002608,188,S3,L2,R1,0,No,67,64611
T1002609,125,S4,L2,R1,0,No,83,56340
T1002610,298,S4,L1,R1,0,No,116,67566
T1002611,250,S2,L3,R4,0,No,42,35322
T1002612,120,S3,L2,R2,0,No,61,48555
T1002613,148,S1,L1,R2,0,No,43,33165
T1002614,65,S1,L2,R2,0,No,74,64407
T1002615,217,S4,L1,R1,0,No,51,33186
T1002616,15,S4,L2,R1,0,No,104,74586
T1002617,149,S2,L3,R2,0,No,43,30240
T1002618,3,S4,L2,R1,0,No,91,55965
T1002619,62,S2,L5,R1,0,No,33,25089
T1002620,215,S3,L2,R1,0,No,58,44556
T1002621,296,S1,L1,R1,0,No,58,40497
T1002622,197,S2,L5,R1,0,No,41,26286
T1002623,327,S4,L1,R3,0,No,80,50817
T1002624,52,S1,L1,R3,0,No,45,31098
T1002625,258,S2,L4,R4,0,No,33,24978
T1002626,9,S1,L1,R1,0,No,38,30084
T1002627,71,S2,L5,R1,0,No,24,17580
T1002628,70,S1,L1,R3,0,No,61,43149
T1002629,357,S4,L1,R1,0,No,146,96267
T1002630,226,S2,L5,R4,0,No,36,25008
T1002631,324,S1,L2,R3,0,No,56,47106
T1002632,194,S1,L1,R2,0,No,58,43596
T1002633,112,S1,L1,R3,0,No,45,34125
T1002634,37,S1,L3,R3,0,No,42,31779
T1002635,121,S1,L1,R4,0,No,57,45354
T1002636,92,S1,L4,R2,0,No,50,31737
T1002637,283,S4,L1,R1,0,No,76,45534
T1002638,259,S4,L1,R1,0,No,66,40752
T1002639,249,S1,L3,R2,0,No,58,38088
T1002640,146,S4,L2,R1,0,No,140,86664
T1002641,326,S3,L1,R1,0,No,59,42366
T1002642,111,S1,L1,R2,0,No,54,38889
T1002643,196,S1,L1,R3,0,No,47,41652
T1002644,50,S3,L2,R4,0,No,58,43161
T1002645,276,S1,L1,R2,0,No,51,36600
T1002646,33,S4,L2,R4,0,No,75,56019
T1002647,96,S3,L1,R3,0,No,79,54873
T1002648,282,S1,L2,R2,0,No,58,53037
T1002649,294,S4,L2,R2,0,No,103,68514
T1002650,45,S3,L1,R1,0,No,59,39075
T1002651,145,S1,L3,R1,0,No,54,34371
T1002652,83,S2,L5,R1,0,No,24,19128
T1002653,51,S1,L1,R2,0,No,53,38748
T1002654,147,S4,L2,R4,0,No,111,74739
T1002655,295,S1,L1,R1,0,No,46,37518
T1002656,216,S2,L5,R1,0,No,33,22149
T1002657,242,S4,L1,R1,0,No,72,44844
T1002658,21,S3,L2,R4,0,No,57,43539
T1002659,348,S3,L1,R1,0,No,62,40677
T1002660,195,S4,L1,R1,0,No,97,58353
T1002661,61,S1,L1,R3,0,No,64,42822
T1002662,325,S3,L1,R2,0,No,56,41553
T1002663,23,S1,L1,R4,0,No,48,39405
T1002664,19,S1,L1,R3,0,No,53,45279
T1002665,38,S1,L3,R2,0,No,45,35136
T1002666,110,S2,L3,R3,0,No,41,32508
T1002667,193,S2,L3,R4,0,No,36,27147
T1002668,281,S1,L4,R1,0,No,56,34713
T1002669,123,S4,L2,R3,0,No,61,47814
T1002670,190,S3,L3,R1,0,No,75,46443
T1002671,153,S4,L2,R1,0,No,125,84090
T1002672,142,S2,L1,R3,0,No,38,31545
T1002673,248,S1,L1,R2,0,No,38,29034
T1002674,97,S4,L1,R1,0,No,89,58746
T1002675,256,S1,L2,R4,0,No,60,54459
T1002676,277,S1,L3,R1,0,No,55,34956
T1002677,154,S1,L3,R2,0,No,58,36093
T1002678,109,S1,L1,R1,0,No,80,53295
T1002679,322,S2,L3,R4,0,No,39,31386
T1002680,199,S1,L1,R4,0,No,46,36486
T1002681,284,S4,L2,R3,0,No,56,41583
T1002682,81,S3,L2,R1,0,No,58,46761
T1002683,213,S1,L1,R2,0,No,58,41784
T1002684,321,S3,L1,R2,0,No,69,46959
T1002685,299,S1,L1,R3,0,No,46,39705
T1002686,270,S1,L1,R2,0,No,44,32595
T1002687,356,S3,L3,R1,0,No,59,35808
T1002688,189,S2,L3,R3,0,No,38,31278
T1002689,124,S3,L2,R3,0,No,73,58215
T1002690,225,S1,L1,R1,0,No,51,37752
T1002691,329,S4,L2,R3,0,No,70,53520
T1002692,44,S1,L3,R2,0,No,58,39333
T1002693,198,S4,L2,R3,0,No,92,66669
T1002694,349,S1,L1,R4,0,No,58,42477
T1002695,152,S2,L1,R1,0,No,45,36495
T1002696,144,S1,L3,R3,0,No,55,36960
T1002697,150,S4,L2,R1,0,No,98,63747
T1002698,89,S1,L4,R1,0,No,49,32535
T1002699,262,S1,L1,R1,0,No,49,38334
T1002700,297,S2,L3,R4,0,No,39,29067
T1002701,82,S4,L2,R1,0,No,98,62565
T1002702,255,S3,L2,R4,0,No,77,59703
T1002703,218,S1,L3,R2,0,No,55,39753
T1002704,29,S1,L4,R2,0,No,41,28125
T1002705,293,S2,L4,R2,0,No,32,24030
T1002706,323,S1,L4,R1,0,No,49,33546
T1002707,158,S4,L2,R2,0,No,119,68862
T1002708,119,S1,L1,R3,0,No,53,37410
T1002709,36,S1,L3,R4,0,No,52,36177
T1002710,122,S1,L1,R2,0,No,44,35637
T1002711,237,S2,L3,R3,0,No,36,32313
T1002712,266,S1,L1,R4,0,No,46,32733
T1002713,151,S1,L3,R2,0,No,43,31644
T1002714,214,S1,L1,R4,0,No,41,33642
T1002715,191,S3,L1,R1,0,No,66,42924
T1002716,328,S1,L3,R1,0,No,45,33657
T1002717,341,S1,L1,R2,0,No,59,41646
T1002718,347,S1,L1,R1,0,No,53,40911
T1002719,143,S3,L2,R3,0,No,65,59661
T1002720,192,S1,L1,R3,0,No,54,41583
T1002721,285,S1,L3,R3,0,No,40,29916
T1002722,171,S4,L2,R3,0,No,71,50613
T1002723,342,S4,L1,R1,0,No,73,43800
T1002724,85,S4,L2,R1,0,No,88,54735
T1002725,54,S1,L2,R3,0,No,50,44760
T1002726,87,S4,L2,R3,0,No,76,62097
T1002727,56,S2,L5,R3,0,No,41,29001
T1002728,55,S1,L1,R2,0,No,59,43944
T1002729,136,S2,L5,R4,0,No,36,27591
T1002730,101,S1,L4,R3,0,No,49,35271
T1002731,77,S2,L5,R3,0,No,31,24324
T1002732,254,S4,L1,R1,0,No,63,43575
T1002733,173,S4,L2,R1,0,No,106,79107
T1002734,305,S4,L1,R1,0,No,70,46818
T1002735,165,S1,L1,R2,0,No,57,38919
T1002736,178,S3,L2,R3,0,No,69,52125
T1002737,272,S2,L4,R2,0,No,32,21918
T1002738,206,S1,L1,R1,0,No,49,36534
T1002739,222,S4,L2,R2,0,No,81,53379
T1002740,106,S1,L1,R4,0,No,50,36270
T1002741,116,S2,L3,R3,0,No,42,34728
T1002742,1,S1,L3,R1,0,No,52,34101
T1002743,130,S1,L1,R3,0,No,52,38436
T1002744,115,S4,L2,R1,0,No,111,71553
T1002745,287,S1,L4,R1,0,No,45,26826
T1002746,228,S1,L1,R1,0,No,51,38955
T1002747,315,S4,L2,R1,0,No,95,58257
T1002748,134,S1,L4,R1,0,No,37,24972
T1002749,67,S2,L5,R1,0,No,26,16842
T1002750,103,S1,L3,R3,0,No,55,35595
T1002751,359,S2,L3,R2,0,No,42,34455
T1002752,74,S3,L1,R2,0,No,58,40719
T1002753,337,S4,L2,R1,0,No,151,98931
T1002754,207,S1,L1,R3,0,No,54,47037
T1002755,6,S4,L1,R1,0,No,73,46254
T1002756,163,S1,L2,R3,0,No,56,46206
T1002757,219,S4,L2,R1,0,No,120,70551
T1002758,354,S4,L2,R1,0,No,107,81222
T1002759,311,S4,L2,R2,0,No,88,58935
T1002760,32,S1,L1,R2,0,No,51,42777
T1002761,76,S2,L3,R3,0,No,37,30063
T1002762,164,S1,L1,R3,0,No,49,37353
T1002763,93,S1,L1,R4,0,No,51,41145
T1002764,203,S2,L4,R2,0,No,38,27579
T1002765,345,S1,L1,R3,0,No,48,38667
T1002766,363,S1,L1,R2,0,No,59,40167
T1002767,179,S1,L1,R2,0,No,55,41508
T1002768,17,S1,L1,R2,0,No,59,37551
T1002769,232,S1,L1,R4,0,No,47,34617
T1002770,58,S1,L1,R1,0,No,44,31980
T1002771,129,S3,L1,R1,0,No,59,38916
T1002772,104,S1,L1,R2,0,No,54,38538
T1002773,30,S1,L2,R2,0,No,60,45690
T1002774,107,S1,L3,R3,0,No,52,36255
T1002775,59,S1,L3,R1,0,No,44,29664
T1002776,204,S4,L1,R3,0,No,74,48840
T1002777,271,S1,L3,R2,0,No,52,35010
T1002778,333,S1,L1,R3,0,No,48,37071
T1002779,47,S4,L2,R2,0,No,90,59298
T1002780,313,S1,L3,R1,0,No,43,30351
T1002781,220,S2,L4,R3,0,No,41,33099
T1002782,307,S1,L5,R2,0,No,38,23367
T1002783,312,S4,L2,R1,0,No,156,98625
T1002784,131,S4,L2,R1,0,No,104,64128
T1002785,280,S4,L2,R2,0,No,91,59931
T1002786,135,S1,L1,R4,0,No,46,39564
T1002787,229,S1,L1,R2,0,No,58,41451
T1002788,132,S1,L1,R3,0,No,61,46605
T1002789,205,S1,L1,R2,0,No,57,40611
T1002790,174,S1,L1,R4,0,No,53,41388
T1002791,169,S1,L2,R4,0,No,67,56760
T1002792,241,S1,L1,R4,0,No,55,44979
T1002793,28,S3,L2,R3,0,No,60,47421
T1002794,168,S2,L3,R3,0,No,38,31527
T1002795,68,S1,L2,R4,0,No,58,48249
T1002796,175,S4,L2,R1,0,No,159,100389
T1002797,102,S4,L2,R1,0,No,76,53661
T1002798,105,S4,L2,R1,0,No,70,48180
T1002799,275,S4,L1,R1,0,No,74,50445
T1002800,167,S1,L1,R2,0,No,49,34443
T1002801,308,S4,L2,R3,0,No,79,53037
T1002802,176,S4,L2,R3,0,No,92,66453
T1002803,335,S1,L1,R3,0,No,51,37062
T1002804,42,S1,L4,R3,0,No,43,30249
T1002805,91,S3,L1,R1,0,No,60,42282
T1002806,63,S1,L1,R2,0,No,66,49794
T1002807,208,S3,L1,R1,0,No,68,44505
